Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;015;16501;61400;2010/000101;2010/120101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. USERA;212;USERA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;4.586,41;4.586,41;0,00;0,00;4.586,41;4.586,41;4.586,41;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/130101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. PUENTE VALLECAS;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;113.781,91;113.781,91;0,00;0,00;113.781,91;113.781,91;113.781,91;0,00;90.782,62
;;001;015;16501;61400;2010/000101;2010/140101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. MORATALAZ;214;MORATALAZ;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;3.635,03;3.635,03;0,00;0,00;3.635,03;3.635,03;3.635,03;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/150101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CIUDAD LINEAL;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;12.441,59;12.441,59;0,00;0,00;12.441,59;12.441,59;12.441,59;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/160101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. HORTALEZA;216;HORTALEZA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;100.307,91;100.307,91;0,00;0,00;100.307,91;100.307,91;100.307,91;0,00;87.568,98
;;001;015;16501;61400;2010/000101;2010/170101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. VILLAVERDE;217;VILLAVERDE;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;182,24;182,24;0,00;0,00;182,24;182,24;182,24;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/180101;ADAPTACIÓN NORMATIVA ALUMBRADO PÚBLICO A  NORMATIVA. VILLA VALLECAS;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;12.174,45;12.174,45;0,00;0,00;12.174,45;12.174,45;12.174,45;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/190101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. VICÁLVARO;219;VICALVARO;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;52.392,60;52.392,60;0,00;0,00;52.392,60;52.392,60;52.392,60;0,00;43.055,70
;;001;015;16501;61400;2010/000101;2010/200101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. SAN BLAS - CANILLEJAS;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;22.164,72;22.164,72;0,00;0,00;22.164,72;22.164,72;22.164,72;0,00;0,00
;;001;015;16501;61400;2010/000101;2010/210101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. BARAJAS;221;BARAJAS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0,00;126,30;126,30;0,00;0,00;126,30;126,30;126,30;0,00;0,00
;;001;015;16501;61400;2013/000119;2013/000119;SISTEMAS ILUMINACIÓN EFICIENCIA ENERGÉTICA TECNOLOGÍA LED. VILLAVERDE;217;VILLAVERDE;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;18.000,00;132.570,00;150.570,00;0,94;0,00;150.569,06;150.569,06;148.986,22;0,00;146.297,16
;;001;032;13501;62302;2014/000078;2014/000078;UTILES Y HERRAMIENTAS PARA EL SERVICIO DE BOMBEROS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;3.000.000,00;-1.614.587,00;1.385.413,00;41.535,99;27.374,83;1.316.502,18;1.316.502,18;1.316.502,18;0,00;86.782,55
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62302;2011/000091;2011/000091;UTILES Y HERRAMIENTAS PARA EL SERVICIO DE BOMBEROS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;1.571.216,10;1.571.216,10;0,00;0,00;1.571.216,10;1.571.216,10;1.527.931,67;0,00;1.456.930,77
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62400;2011/000092;2011/000092;VEHÍCULOS APOYO SERVICIO DE BOMBEROS. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;51.021,30;51.021,30;0,44;16,94;51.003,92;51.003,92;0,00;0,00;0,00
;;001;032;13501;62500;2011/000411;2011/000411;EQUIPAMIENTO PARQUES DE BOMBEROS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;032;13501;62500;2011/000411;2013/000348;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 2, C/ RUFINO BLANCO, 4;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000349;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 5, Pº SANTA MARÍA DE LA CABEZA, 95;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000350;EQUIPAMIENTO PARQUE DE BOMBEROS º 10, C/ SAN NORBERTO, 56;217;VILLAVERDE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000354;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 1, C/ SANTA ENGRACIA, 118;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000355;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 3, GLORIETA PUERTA DE TOLEDO, 6;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000356;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 4, C/ EMILIA, 36;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000357;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 6, C/ IMPERIAL, 8;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000358;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 7, AV. DE HELLÍN, 52;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000359;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 8, C/ PÍO FELIPE, S/N;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000360;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 9, C/ MONFORTE DE LEMOS S/N;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;1.334,31;1.334,31;0,00;0,00;1.334,31;1.334,31;1.334,31;0,00;1.334,31
;;001;032;13501;62500;2011/000411;2013/000361;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 11, C/ MESENA S/N;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,74;834,74;0,00;0,00;834,74;834,74;834,74;0,00;834,74
;;001;032;13501;62500;2011/000411;2013/000362;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 12, AV. DE LOS POBLADOS, 48;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;834,76;834,76;0,00;0,00;834,76;834,76;834,76;0,00;834,76
;;001;032;13501;62500;2011/000411;2013/000364;TALLER-ALMACÉN DE BOMBEROS, C/ SAN NORBERTO, 54. ADQUISICIÓN DE BIENES;217;VILLAVERDE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;64.922,36;64.922,36;0,00;0,00;64.922,36;64.922,36;64.922,36;0,00;44.056,27
;;001;032;13501;62500;2014/000079;2014/000079;EQUIPAMIENTO PARQUES DE BOMBEROS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;150.000,00;-150.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;210;93302;63200;2014/007073;2014/007073;IFS-SALA DE LECTURA Pº DE EXTREMADURA. OBRAS DE ACONDICIONAMIENTO;210;LATINA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;33.830,62;33.830,62;0,00;0,00;33.830,62;33.830,62;33.374,92;0,00;33.374,92
;;001;210;93302;63200;2014/007074;2014/007074;IFS-SALA DE LECTURA MAQUEDA. OBRAS DE ACONDICIONAMIENTO;210;LATINA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;33.097,55;33.097,55;0,00;0,00;33.097,55;33.097,55;33.097,55;0,00;33.097,55
;;001;210;93302;63200;2014/007075;2014/007075;IFS-CENTRO CULTURAL MIGUEL HERNANDEZ. OBRAS DE CONSERVACIÓN;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14.351,05;14.351,05;0,00;27,92;14.323,13;14.323,13;14.323,13;0,00;14.323,13
;;001;210;93302;63200;2014/007076;2014/007076;IFS-CENTRO CULTURAL ALMIRANTE CHURRUCA.FACHADAS Y OTRAS OBRAS DE ADECUACIÓN Y MEJORA;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;54.540,40;54.540,40;0,00;0,00;54.540,40;54.540,40;54.540,40;0,00;54.540,40
;;001;210;93302;63200;2014/007077;2014/007077;IFS-CENTRO SOCIOCULTURAL DE LATINA. OBRAS DE CONSERVACIÓN;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;29.835,87;29.835,87;0,00;0,00;29.835,87;29.835,87;29.835,87;0,00;29.835,87
;;001;210;93302;63200;2014/007078;2014/007078;IFS-CENTRO CULTURAL CAMPAMENTO. OBRAS DE CONSERVACIÓN Y MEJORA;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;16.984,37;16.984,37;0,00;0,00;16.984,37;16.984,37;16.984,37;0,00;16.984,37
;;001;211;23301;62599;2014/000350;2014/000350;EQUIPAMIENTO CENTRO DE DÍA Y MAYORES FRANCISCO DE GOYA;211;CARABANCHEL;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0,00;4.000,00;4.000,00;1.447,24;0,00;2.552,76;2.552,76;2.552,76;0,00;2.552,76
;;001;211;32101;63200;2014/000035;2014/000035;OBRAS CONSERVACIÓN COLEGIOS Y OTROS CENTROS EDUCATIVOS DISTRITO CARABANCHEL;211;CARABANCHEL;05;EDUCACIÓN;00;COLEGIOS;;;;;;;506.000,00;-505.999,97;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,00
;;001;211;32101;63200;2014/000035;2014/010035;COLEGIO PÚBLICO CAPITÁN CORTÉS, C/ MONSEÑOR OSCAR ROMERO, 17. CONSERVACIÓN;211;CARABANCHEL;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;348,46;348,46;0,00;0,00;348,46;348,46;348,46;0,00;348,46
;;001;015;17101;62300;2014/000221;2014/010221;VIVEROS MUNICIPALES MIGAS CALIENTES. MAQUINARIA DE MANTENIMIENTO;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;53.025,00;53.025,00;0,00;113,66;52.911,34;52.911,34;0,00;0,00;0,00
;;001;015;17101;62300;2014/000221;2014/020221;PARQUE TORRE ARIAS. MAQUINARIA DE MANTENIMIENTO;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;74.263,24;74.263,24;0,00;0,00;74.263,24;74.263,24;24.421,08;0,00;0,00
;;001;015;17101;62300;2014/000221;2014/030221;PARQUE DE LA CASA DE CAMPO. MAQUINARIA PARA MANTENIMIENTO;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;88.602,25;88.602,25;0,00;1.682,15;86.920,10;86.920,10;0,00;0,00;0,00
;;001;015;17101;62300;2014/000221;2014/040221;JARDINES DEL BUEN RETIRO. MAQUINARIA PARA MANTENIMIENTO;203;RETIRO;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;90.220,46;90.220,46;0,00;2.689,17;87.531,29;87.531,29;18.648,96;0,00;18.648,96
;;001;015;17101;62300;2014/000221;2014/050221;VIVEROS MUNICIPALES ESTUFAS DEL RETIRO. MAQUINARIA DE MANTENIMIENTO;203;RETIRO;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;24.805,00;24.805,00;0,00;932,00;23.873,00;23.873,00;0,00;0,00;0,00
;;001;015;17101;62300;2014/000221;2014/060221;VIVEROS MUNICIPALES CASA DE CAMPO. MAQUINARIA DE MANTENIMIENTO;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;51.938,32;51.938,32;0,00;0,00;51.938,32;51.938,32;0,00;0,00;0,00
;;001;015;17101;62302;2014/000326;2014/000326;PARQUE DE TORRE ARIAS. ADQUISICIÓN DE ÚTILES Y HERRAMIENTAS MANTENIMIENTO.;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;4.000,00;4.000,00;0,04;0,00;3.999,96;3.999,96;3.999,96;0,00;0,00
;;001;015;17201;62302;2014/000446;2014/000446;OTROS GASTOS SERVICIO CONTROL AMBIENTAL;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;015;17201;62302;2014/000463;2014/000463;SERVICIO DE CONTROL AMBIENTAL. HERRAMIENTAS DE CONTROL E INSPECCIÓN;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;46.600,00;46.600,00;18.504,61;0,00;28.095,39;28.095,39;28.095,39;0,00;0,00
;;001;015;17201;62302;2014/007284;2014/007284;IFS-SERVICIO DE CONTROL AMBIENTAL. HERRAMIENTAS DE CONTROL E INSPECCIÓN;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;015;17201;62600;2014/000387;2014/000387;SERVICIO DE CONTROL AMBIENTAL. EQUIPAMIENTO DE CONTROL E INSPECCIÓN;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;3.400,00;3.400,00;617,00;0,00;2.783,00;2.783,00;2.783,00;0,00;0,00
;;001;015;17201;64100;2014/007285;2014/007285;IFS-SERVICIO DE CONTROL AMBIENTAL. MEJORA HERRAMIENTAS INFORMÁTICAS;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;160.000,00;160.000,00;160.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;43110;62200;2014/007264;2014/007264;IFS-FACTORÍA INDUSTRIAL. CONSTRUCCIÓN MURO DE CONTENCIÓN;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45.000,00;45.000,00;0,00;2,52;44.997,48;44.997,48;44.997,48;0,00;44.997,48
;;001;025;43110;62200;2014/007266;2014/007266;IFS-FACTORÍA INDUSTRIAL. CONSTRUCCIÓN MARQUESINA METÁLICA DE ATENCIÓN USUARIOS;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;49.850,54;49.850,54;0,00;0,00;49.850,54;49.850,54;49.850,53;0,00;49.850,53
;;001;025;43110;62901;2014/007267;2014/007267;IFS-MERCADOS MUNICIPALES. INSTALACIÓN Y MONTAJE CARTELERÍA EXTERIOR;998;VARIOS DISTRITOS;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15.250,00;15.250,00;1.250,30;0,00;13.999,70;13.999,70;13.999,70;0,00;0,00
;;001;025;43110;62901;2014/007268;2014/007268;IFS-VIVEROS DE EMPRESAS. INSTALACIÓN Y MONTAJE CARTELERÍA EXTERIOR;998;VARIOS DISTRITOS;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8.845,10;8.845,10;0,00;0,00;8.845,10;8.845,10;8.845,10;0,00;8.845,10
;;001;025;43110;63200;2008/000711;2008/000711;CATEDRAL DE LAS NUEVAS TECNOLOGÍAS EN NAVE TORROJA. ADAPTACIÓN;217;VILLAVERDE;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;1.645.000,00;0,00;1.645.000,00;1.627.954,50;0,00;17.045,50;17.045,50;17.045,50;0,00;17.045,50
;;001;025;43110;63200;2014/007257;2014/007257;IFS-MERCADO DE SAN CRISTOBAL OBRAS DE REFORMA Y ACCESIBILIDAD;205;CHAMARTIN;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;34.000,00;34.000,00;0,00;0,00;34.000,00;34.000,00;34.000,00;0,00;34.000,00
;;001;025;43110;63200;2014/007258;2014/007258;IFS-MERCADO DE NUMANCIA. OBRAS DE REFORMA;213;PUENTE DE VALLECAS;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;58.900,00;58.900,00;0,00;0,30;58.899,70;58.899,70;58.899,70;0,00;58.899,70
;;001;025;43110;63200;2014/007259;2014/007259;IFS-MERCADO DE VICÁLVARO. OBRAS DE REFORMA;219;VICALVARO;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;34.951,00;34.951,00;0,00;52,99;34.898,01;34.898,01;34.898,01;0,00;34.898,01
;;001;025;43110;63200;2014/007260;2014/007260;IFS-MERCADO GUILLERMO DE OSMA. ADAPTACIÓN A NORMATIVA DE PREVENCIÓN DE INCENDIOS;202;ARGANZUELA;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60.458,00;60.458,00;0,00;0,28;60.457,72;60.457,72;60.457,72;0,00;60.457,72
;;001;025;43110;63200;2014/007261;2014/007261;IFS-MERCADO DE PROSPERIDAD. OBRAS DE REFORMA;205;CHAMARTIN;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40.311,15;40.311,15;0,00;0,00;40.311,15;40.311,15;40.311,15;0,00;40.311,15
;;001;025;43110;63200;2014/007262;2014/007262;IFS-MERCADO JESÚS DEL GRAN PODER. OBRAS DE ADECUACIÓN;212;USERA;14;SECTORES PRODUCTIVOS;00;COMERCIO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2.638,00;2.638,00;122,92;0,00;2.515,08;2.515,08;2.072,34;0,00;2.072,34
;;001;025;43110;63200;2014/007263;2014/007263;IFS-VIVERO DE MORATALAZ. DESAGÜE PARA LA RECOGIDA Y CONDUCCIÓN DE AGUAS PLUVIALES;214;MORATALAZ;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;36.715,00;36.715,00;0,00;1,18;36.713,82;36.713,82;36.713,82;0,00;36.713,82
;;001;025;43110;63200;2014/007265;2014/007265;IFS-FACTORÍA INDUSTRIAL. RECOGIDA AGUAS PLUVIALES EN LAS PUERTAS DE LAS NAVES;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30.000,00;30.000,00;0,00;52,50;29.947,50;29.947,50;29.947,50;0,00;29.947,50
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000358;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 7, AV. DE HELLÍN, 52;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000359;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 8, C/ PÍO FELIPE, S/N;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;9.708,71;9.708,71;0,00;0,00;9.708,71;9.708,71;9.708,71;0,00;9.708,71
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000360;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 9, C/ MONFORTE DE LEMOS S/N;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;9.423,16;9.423,16;0,00;0,00;9.423,16;9.423,16;9.423,16;0,00;9.423,16
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000361;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 11, C/ MESENA S/N;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000362;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 12, AV. DE LOS POBLADOS, 48;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000364;TALLER-ALMACÉN DE BOMBEROS, C/ SAN NORBERTO, 54. ADQUISICIÓN DE BIENES;217;VILLAVERDE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;87.067,68;87.067,68;0,00;0,00;87.067,68;87.067,68;87.067,68;0,00;87.067,68
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2014/000208;EQUIPAMIENTO ESCUELA DE BOMBEROS, C/ BOADA, S/N;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;4.854,35;4.854,35;0,00;0,00;4.854,35;4.854,35;4.854,35;0,00;4.854,35
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;63301;2011/000412;2011/000412;PARQUES DE BOMBEROS. REFORMA INSTALACIONES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;40.187,10;40.187,10;40.187,10;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;63301;2011/000412;2013/000289;PARQUE DE BOMBEROS Nº 9, AV. MONFORTE DE LEMOS S/N. REFORMA DE INSTALACIONES;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;57.857,65;57.857,65;0,00;0,00;57.857,65;57.857,65;57.857,65;0,00;57.857,65
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;63301;2011/000412;2013/000290;PARQUE DE BOMBEROS Nº 2, C/ RUFINO BLANCO, 4. REFORMA DE INSTALACIONES;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;544,50;544,50;0,00;0,00;544,50;544,50;544,50;0,00;544,50
