Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción proyecto de inversión;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;027;23103;62599;2018/001056;2018/001056; CENTROS MAYORES CIUDAD DE MADRID. ADQUISICIÓN ARCHIVADORES PARA GABINETES PODOLOGÍA;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;5182,00;-0,42;5181,58;0,00;0,00;5181,58;5181,58;5181,58;0,00;5181,58;
;;001;027;23103;62599;2018/001159;2018/001159; EQUIPAMIENTO GABINETES PODOLOGICOS CENTROS MUNICIPALES DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;33323,40;33323,40;9801,00;490,05;23032,35;23032,35;23032,35;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;027;23103;62599;2018/006043;2018/006043;IFS-EQUIPAMIENTO CENTRO DE MAYORES PEZ AUSTRAL;203;RETIRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;63872,00;63872,00;0,29;0,00;63871,71;63871,71;63871,71;0,00;63871,71;
4;SC Y CE FINANC. CON RTG;001;027;23103;62599;2018/006102;2018/006102;IFS-CENTRO DE DIA DE MAYORES ALHAMBRA. OTRO MOBILIARIO Y ENSERES;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;245339,00;245339,00;74909,65;0,00;170429,35;161344,67;72199,19;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;027;23103;62599;2018/006103;2018/006103;IFS-CENTRO DE DIA DE MAYORES RAFAEL CALVO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;126000,00;126000,00;42559,13;0,00;83440,87;80864,78;37815,35;0,00;0,00;
;;001;027;23103;63599;2017/000255;2017/000255; EQUIPAMIENTO CENTROS DE DÍA DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;14000,00;-12420,56;1579,44;1579,44;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;23103;63599;2017/000255;2017/040255; EQUIPAMIENTO CENTRO DÍA MAYORES ALMOROX;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0,00;12420,56;12420,56;0,00;1500,99;10919,57;10919,57;3938,46;0,00;0,00;
;;001;027;23106;62300;2018/000214;2018/000214; EQUIPAMIENTO CENTROS ATENCIÓN PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;10000,00;0,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;23106;62599;2018/000214;2018/000214; EQUIPAMIENTO CENTROS ATENCIÓN PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;10000,00;-9982,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;23106;62599;2018/000214;2018/010214; EQUIPAMIENTO CENTRO ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;5082,00;5082,00;0,00;0,00;5082,00;5082,00;5082,00;0,00;5082,00;
;;001;027;23106;63300;2018/000214;2018/000214; EQUIPAMIENTO CENTROS ATENCIÓN PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;2,94;2,94;2,94;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;23106;63300;2018/000214;2018/010214; EQUIPAMIENTO CENTRO ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;16817,06;16817,06;0,00;0,00;16817,06;16817,06;16817,06;0,00;16817,06;
;;001;027;32301;62200;2018/000492;2018/000492; INSTALACION DE TOLDOS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;21780,00;-16579,42;5200,58;5200,58;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;32301;62200;2018/000492;2018/010492; ESCUELA INFANTIL LA REVOLTOSA. INSTALACIÓN DE TOLDOS;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;16579,42;16579,42;0,00;0,00;16579,42;16579,42;16579,42;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;147263,00;135634,20;282897,20;282897,20;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/010495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;280,11;280,11;0,00;0,00;280,11;280,11;280,11;0,00;47,07;
;;001;027;32301;62599;2018/000495;2018/020495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORTE DEL FARAÓN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;803,43;803,43;0,00;0,00;803,43;803,43;803,43;0,00;570,39;
;;001;027;32301;62599;2018/000495;2018/030495; OTRO EQUIPAMIENTO ESCUELA INFANTIL ALTAIR;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/040495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA OLIVA;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;494,88;494,88;0,00;0,00;494,88;494,88;494,88;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/050495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL CASERÍO;213;PUENTE DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;699,12;699,12;0,00;0,00;699,12;699,12;699,12;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/060495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LUISA FERNANDA;213;PUENTE DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;513,16;513,16;0,00;0,00;513,16;513,16;513,16;0,00;47,07;
;;001;027;32301;62599;2018/000495;2018/070495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VEO VEO;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;734,34;734,34;0,00;0,00;734,34;734,34;734,34;0,00;501,30;
;;001;027;32301;62599;2018/000495;2018/080495; OTRO EQUIPAMIENTO ESCUELA INFANTIL GIGANTES Y CABEZUDOS;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;520,90;520,90;0,00;0,00;520,90;520,90;520,90;0,00;54,81;
;;001;027;32301;62599;2018/000495;2018/090495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA GRAN VÍA;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1270,50;1270,50;0,00;0,00;1270,50;1270,50;1270,50;0,00;1270,50;
;;001;027;32301;62599;2018/000495;2018/100495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOÑA FRANCISQUITA;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/110495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA LUNA;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;280,11;280,11;0,00;0,00;280,11;280,11;280,11;0,00;47,07;
;;001;027;32301;62599;2018/000495;2018/120495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA REVOLTOSA;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/130495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS SOBRINOS DEL CAPITÁN GRANT;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/140495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOLINOS DE VIENTO;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;803,43;803,43;0,00;0,00;803,43;803,43;803,43;0,00;570,39;
;;001;027;32301;62599;2018/000495;2018/150495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA ALEGRÍA DE LA HUERTA;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/160495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS LEANDRAS;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;699,12;699,12;0,00;0,00;699,12;699,12;699,12;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/170495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CHULAPONA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/180495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL BATEO;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/190495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL OLIVAR;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;308,55;308,55;0,00;0,00;308,55;308,55;308,55;0,00;308,55;
;;001;027;32301;62599;2018/000495;2018/200495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA BRISA;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;494,88;494,88;0,00;0,00;494,88;494,88;494,88;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/210495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL MANANTIAL;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;494,88;494,88;0,00;0,00;494,88;494,88;494,88;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/220495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA DEL SOTO DEL PARRAL;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;727,93;727,93;0,00;0,00;727,93;727,93;727,93;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/230495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA PATRIA CHICA;211;CARABANCHEL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/240495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORNISA;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1036,48;1036,48;0,00;0,00;1036,48;1036,48;1036,48;0,00;570,39;
;;001;027;32301;62599;2018/000495;2018/250495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL LIRÓN;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;775,00;775,00;0,00;0,00;775,00;775,00;775,00;0,00;308,91;
;;001;027;32301;62599;2018/000495;2018/260495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS AZALEAS;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;280,11;280,11;0,00;0,00;280,11;280,11;280,11;0,00;47,07;
;;001;027;32301;62599;2018/000495;2018/270495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL ROCÍO;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;588,66;588,66;0,00;0,00;588,66;588,66;588,66;0,00;355,62;
;;001;027;32301;62599;2018/000495;2018/280495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS JUNCOS;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;280,11;280,11;0,00;0,00;280,11;280,11;280,11;0,00;47,07;
;;001;027;32301;62599;2018/000495;2018/290495; OTRO EQUIPAMIENTO ESCUELA INFANTIL HIEDRA;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;494,88;494,88;0,00;0,00;494,88;494,88;494,88;0,00;261,84;
;;001;027;32301;62599;2018/000495;2018/300495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS MERCEDES;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;959,65;959,65;0,00;0,00;959,65;959,65;959,65;0,00;493,56;
;;001;027;32301;62599;2018/000495;2018/310495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA COLINA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;774,64;774,64;0,00;0,00;774,64;774,64;774,64;0,00;308,55;
;;001;027;32301;62599;2018/000495;2018/320495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RUÍZ JIMÉNEZ;204;SALAMANCA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1016,04;1016,04;0,00;0,00;1016,04;1016,04;1016,04;0,00;549,95;
;;001;027;32301;62599;2018/000495;2018/330495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL SOL;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;679,53;679,53;0,00;0,00;679,53;679,53;679,53;0,00;446,49;
;;001;027;32301;62599;2018/000495;2018/340495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS PINOS;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;10553,62;10553,62;0,00;0,00;10553,62;10553,62;10553,62;0,00;10087,53;
;;001;027;32301;62599;2018/000495;2018/350495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4276,72;4276,72;0,00;0,00;4276,72;4276,72;1132,47;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/360495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4424,60;4424,60;0,00;0,00;4424,60;4424,60;1132,47;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/370495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARDÓ;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4687,69;4687,69;0,00;0,00;4687,69;4687,69;1132,47;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/380495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5132,15;5132,15;0,00;0,00;5132,15;5132,15;1132,47;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/390495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5293,08;5293,08;0,00;0,00;5293,08;5293,08;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/400495; OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5293,08;5293,08;0,00;0,00;5293,08;5293,08;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/410495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5293,08;5293,08;0,00;0,00;5293,08;5293,08;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/420495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,83;5588,83;0,00;0,00;5588,83;5588,83;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/430495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,83;5588,83;0,00;0,00;5588,83;5588,83;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/440495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,83;5588,83;0,00;0,00;5588,83;5588,83;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/450495; OTRO EQUIPAMIENTO ESCUELA INFANTIL PAU ARROYOFRESNO;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,83;5588,83;0,00;0,00;5588,83;5588,83;1293,40;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/460495; OTRO EQUIPAMIENTO ESCUELA INFANTIL SANCHINARRO;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,84;5588,84;0,00;0,00;5588,84;5588,84;1293,41;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/470495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEBEBAS;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5588,84;5588,84;0,00;0,00;5588,84;5588,84;1293,41;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/480495; OTRO EQUIPAMIENTO ESCUELA INFANTIL FERNANDO EL CATÓLICO;207;CHAMBERI;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/490495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS;211;CARABANCHEL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/500495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS NUBES;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/510495; OTRO EQUIPAMIENTO ESCUELA INFANTIL CAMPANILLA;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/540495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EL BARBERILLO DE LAVAPIÉS;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/550495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LUIS BELLO;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/560495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AGUA DULCE;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/570495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS GAVILANES;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/580495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA ROSA DEL AZAFRÁN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/590495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS VIÑAS;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/600495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA VERBENA DE LA PALOMA;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;699,12;699,12;0,00;0,00;699,12;699,12;699,12;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/610495; OTRO EQUIPAMIENTO ESCUELA INFANTIL TARABILLA;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/620495; OTRO EQUIPAMIENTO ESCUELA INFANTIL ANA DE AUSTRIA;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/630495; OTRO EQUIPAMIENTO ESCUELA INFANTIL CIELO AZUL;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/640495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AMANECER;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;233,04;233,04;0,00;0,00;233,04;233,04;233,04;0,00;0,00;
;;001;027;32301;62599;2018/000495;2018/650495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LA DEL MANOJO DE ROSAS;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;466,09;466,09;0,00;0,00;466,09;466,09;466,09;0,00;0,00;
;;001;027;32301;62599;2018/000496;2018/000496; RESIDENCIA INTERNADO SAN ILDEFONSO. MOBILIARIO Y ENSERES;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;2000,00;16450,00;18450,00;18450,00;0,00;0,00;0,00;0,00;0,00;0,00;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;32301;62599;2017/000278;2017/130278; EQUIPAMIENTO ESCUELA INFANTIL ESCUELAS DE SAN ANTÓN;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;15325,62;15325,62;0,00;0,00;15325,62;15325,62;15325,62;0,00;15325,62;
4;SC Y CE FINANC. CON RTG;001;027;32301;62599;2018/006044;2018/006044;IFS-MOBILIARIO PARA LAS NUEVAS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;3740730,00;3740730,00;709507,67;0,00;3031222,33;2526891,91;131569,64;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;15000,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/350495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;36153,95;36153,95;0,00;7230,11;28923,84;28923,84;0,00;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/360495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;37714,49;37714,49;0,00;7542,90;30171,59;30171,58;0,00;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/370495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARDÓ;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;45133,00;45133,00;0,00;9026,60;36106,40;36106,40;0,00;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/380495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;45133,00;45133,00;0,00;9026,60;36106,40;36106,40;0,00;0,00;0,00;
;;001;027;32301;62999;2018/000495;2018/390495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;52710,02;52710,02;0,00;10542,00;42168,02;42168,02;0,00;0,00;0,00;
